transaction_id;date;produit;quantite;prix_unitaire;client_id;ville;region;canal_vente;mode_paiement;statut;montant_total
TXN002769;19/08/2023 16:00;Sorgho;94;950;CLI0016;Tchamba;Centrale;Export;Chèque;En cours;89300
TXN002770;19/08/2023 18:00;Manioc;79;1516;CLI0278;Niamtougou;Kara;Coopérative;Espèces;En cours;119764
TXN002771;19/08/2023 20:00;Arachide;72;381;CLI0277;Kara;Kara;Grossiste;Crédit;Livrée;27432
TXN002772;19/08/2023 22:00;Arachide;99;2104;CLI0221;Niamtougou;Kara;Marché local;Mobile Money;En cours;208296
TXN002773;20/08/2023 00:00;Riz;82;1160;CLI0193;Atakpamé;Plateaux;Grossiste;Chèque;En cours;95120
TXN002774;20/08/2023 02:00;Manioc;16;304;CLI0024;Kpalimé;Plateaux;Grossiste;Mobile Money;Livrée;4864
TXN002775;20/08/2023 04:00;Soja;85;1484;CLI0141;Sokodé;Centrale;Grossiste;Crédit;Livrée;126140
TXN002776;20/08/2023 06:00;Manioc;15;1189;CLI0026;Bassar;Centrale;Export;Espèces;Livrée;17835
TXN002777;20/08/2023 08:00;Maïs;62;683;CLI0098;Kpalimé;Plateaux;Grossiste;Chèque;Livrée;42346
TXN002778;20/08/2023 10:00;Riz;5;1925;CLI0276;Aného;Maritime;Vente directe;Espèces;Annulée;9625
TXN002779;20/08/2023 12:00;Riz;45;2376;CLI0243;Kpalimé;Plateaux;Export;Virement;Livrée;106920
TXN002780;20/08/2023 14:00;Maïs;52;906;CLI0433;Sokodé;Centrale;Export;Espèces;Livrée;47112
TXN002781;20/08/2023 16:00;Manioc;71;219;CLI0009;Cinkassé;Savanes;Vente directe;Crédit;Livrée;15549
TXN002782;20/08/2023 18:00;Haricot;7;951;CLI0272;Bassar;Centrale;Coopérative;Crédit;Livrée;6657
TXN002783;20/08/2023 20:00;Maïs;27;434;CLI0032;Niamtougou;Kara;Coopérative;Virement;Retardée;11718
TXN002784;20/08/2023 22:00;Haricot;89;1820;CLI0479;Bassar;Centrale;Marché local;Espèces;Livrée;161980
TXN002785;21/08/2023 00:00;Sorgho;86;805;CLI0128;Bassar;Centrale;Coopérative;Crédit;Annulée;69230
TXN002786;21/08/2023 02:00;Maïs;13;753;CLI0017;Kpalimé;Plateaux;Marché local;Crédit;Livrée;9789
TXN002787;21/08/2023 04:00;Haricot;17;2099;CLI0473;Sokodé;Centrale;Grossiste;Crédit;Livrée;35683
TXN002788;21/08/2023 06:00;Manioc;44;785;CLI0301;Kpalimé;Plateaux;Marché local;Crédit;Livrée;34540
TXN002789;21/08/2023 08:00;Haricot;13;1183;CLI0042;Tchamba;Centrale;Coopérative;Mobile Money;Annulée;15379
TXN002790;21/08/2023 10:00;Maïs;90;1850;CLI0052;Sokodé;Centrale;Marché local;Chèque;En cours;166500
TXN002791;21/08/2023 12:00;Soja;73;622;CLI0188;Tchamba;Centrale;Export;Mobile Money;Livrée;45406
TXN002792;21/08/2023 14:00;Arachide;5;2253;CLI0151;Atakpamé;Plateaux;Coopérative;Crédit;Livrée;11265
TXN002793;21/08/2023 16:00;Maïs;33;657;CLI0244;Cinkassé;Savanes;Marché local;Espèces;Livrée;21681
TXN002794;21/08/2023 18:00;Arachide;4;2114;CLI0491;Cinkassé;Savanes;Coopérative;Mobile Money;Livrée;8456
TXN002795;21/08/2023 20:00;Maïs;92;1045;CLI0127;Aného;Maritime;Vente directe;Virement;Livrée;96140
TXN002796;21/08/2023 22:00;Manioc;26;750;CLI0409;Cinkassé;Savanes;Coopérative;Chèque;Annulée;19500
TXN002797;22/08/2023 00:00;Sorgho;68;1620;CLI0344;Kara;Kara;Vente directe;Espèces;Retardée;110160
TXN002798;22/08/2023 02:00;Sorgho;16;2194;CLI0098;Kara;Kara;Marché local;Mobile Money;Annulée;35104
TXN002799;22/08/2023 04:00;Arachide;22;2258;CLI0068;Bassar;Centrale;Vente directe;Chèque;Livrée;49676
TXN002800;22/08/2023 06:00;Igname;36;1845;CLI0028;Kara;Kara;Coopérative;Mobile Money;Annulée;66420
TXN002801;22/08/2023 08:00;Igname;58;696;CLI0029;Tône;Savanes;Export;Virement;Livrée;40368
TXN002802;22/08/2023 10:00;Manioc;55;2290;CLI0212;Kara;Kara;Vente directe;Crédit;Livrée;125950
TXN002803;22/08/2023 12:00;Haricot;35;738;CLI0480;Sokodé;Centrale;Coopérative;Virement;Livrée;25830
TXN002804;22/08/2023 14:00;Manioc;25;767;CLI0072;Niamtougou;Kara;Export;Crédit;Livrée;19175
TXN002805;22/08/2023 16:00;Igname;72;320;CLI0491;Cinkassé;Savanes;Grossiste;Chèque;Livrée;23040
TXN002806;22/08/2023 18:00;Manioc;81;515;CLI0110;Kara;Kara;Vente directe;Mobile Money;Livrée;41715
TXN002807;22/08/2023 20:00;Soja;61;1338;CLI0113;Cinkassé;Savanes;Vente directe;Mobile Money;Livrée;81618
TXN002808;22/08/2023 22:00;Riz;18;820;CLI0397;Tône;Savanes;Marché local;Virement;Livrée;14760
TXN002809;23/08/2023 00:00;Igname;58;653;CLI0232;Tône;Savanes;Grossiste;Espèces;En cours;37874
TXN002810;23/08/2023 02:00;Igname;76;811;CLI0043;Cinkassé;Savanes;Marché local;Chèque;Livrée;61636
TXN002811;23/08/2023 04:00;Maïs;57;1743;CLI0265;Atakpamé;Plateaux;Marché local;Crédit;Livrée;99351
TXN002812;23/08/2023 06:00;Manioc;97;1158;CLI0046;Tône;Savanes;Coopérative;Chèque;Livrée;112326
TXN002813;23/08/2023 08:00;Manioc;87;2208;CLI0225;Lomé;Maritime;Marché local;Virement;Livrée;192096
TXN002814;23/08/2023 10:00;Manioc;63;846;CLI0101;Aného;Maritime;Vente directe;Mobile Money;Livrée;53298
TXN002815;23/08/2023 12:00;Sorgho;12;962;CLI0281;Kara;Kara;Marché local;Crédit;Retardée;11544
TXN002816;23/08/2023 14:00;Manioc;11;1560;CLI0238;Cinkassé;Savanes;Export;Crédit;En cours;17160
TXN002817;23/08/2023 16:00;Igname;13;439;CLI0246;Sokodé;Centrale;Vente directe;Crédit;Livrée;5707
TXN002818;23/08/2023 18:00;Maïs;35;1609;CLI0099;Atakpamé;Plateaux;Coopérative;Crédit;Livrée;56315
TXN002819;23/08/2023 20:00;Haricot;27;1368;CLI0200;Sokodé;Centrale;Marché local;Chèque;Livrée;36936
TXN002820;23/08/2023 22:00;Haricot;89;2251;CLI0256;Dapaong;Savanes;Export;Chèque;Livrée;200339
TXN002821;24/08/2023 00:00;Manioc;67;396;CLI0437;Kara;Kara;Export;Virement;En cours;26532
TXN002822;24/08/2023 02:00;Maïs;89;460;CLI0494;Kpalimé;Plateaux;Vente directe;Mobile Money;Livrée;40940
TXN002823;24/08/2023 04:00;Soja;45;1994;CLI0436;Atakpamé;Plateaux;Marché local;Mobile Money;Annulée;89730
TXN002824;24/08/2023 06:00;Haricot;74;2157;CLI0024;Cinkassé;Savanes;Export;Chèque;Livrée;159618
TXN002825;24/08/2023 08:00;Igname;81;293;CLI0363;Niamtougou;Kara;Marché local;Virement;Livrée;23733
TXN002826;24/08/2023 10:00;Riz;67;1480;CLI0270;Tône;Savanes;Vente directe;Espèces;Retardée;99160
TXN002827;24/08/2023 12:00;Sorgho;22;335;CLI0228;Tône;Savanes;Grossiste;Crédit;En cours;7370
TXN002828;24/08/2023 14:00;Maïs;78;2203;CLI0128;Kpalimé;Plateaux;Export;Mobile Money;Livrée;171834
TXN002829;24/08/2023 16:00;Haricot;91;1401;CLI0058;Tône;Savanes;Coopérative;Crédit;Livrée;127491
TXN002830;24/08/2023 18:00;Haricot;42;2359;CLI0325;Tône;Savanes;Marché local;Mobile Money;Livrée;99078
TXN002831;24/08/2023 20:00;Arachide;20;1487;CLI0106;Dapaong;Savanes;Vente directe;Espèces;Livrée;29740
TXN002832;24/08/2023 22:00;Soja;48;568;CLI0437;Kpalimé;Plateaux;Vente directe;Mobile Money;Livrée;27264
TXN002833;25/08/2023 00:00;Riz;18;1135;CLI0085;Atakpamé;Plateaux;Coopérative;Espèces;Livrée;20430
TXN002834;25/08/2023 02:00;Riz;77;967;CLI0002;Kara;Kara;Grossiste;Mobile Money;Livrée;74459
TXN002835;25/08/2023 04:00;Riz;70;872;CLI0437;Atakpamé;Plateaux;Marché local;Chèque;Annulée;61040
TXN002836;25/08/2023 06:00;Igname;74;710;CLI0451;Cinkassé;Savanes;Grossiste;Crédit;Livrée;52540
TXN002837;25/08/2023 08:00;Maïs;93;912;CLI0441;Tchamba;Centrale;Vente directe;Virement;Livrée;84816
TXN002838;25/08/2023 10:00;Soja;6;1019;CLI0222;Sokodé;Centrale;Export;Virement;Livrée;6114
TXN002839;25/08/2023 12:00;Manioc;39;744;CLI0025;Dapaong;Savanes;Grossiste;Mobile Money;Livrée;29016
TXN002840;25/08/2023 14:00;Arachide;11;2320;CLI0035;Bassar;Centrale;Export;Virement;En cours;25520
TXN002841;25/08/2023 16:00;Soja;25;703;CLI0343;Lomé;Maritime;Coopérative;Crédit;Livrée;17575
TXN002842;25/08/2023 18:00;Soja;94;1004;CLI0366;Dapaong;Savanes;Vente directe;Chèque;Livrée;94376
TXN002843;25/08/2023 20:00;Haricot;55;909;CLI0336;Tône;Savanes;Export;Chèque;En cours;49995
TXN002844;25/08/2023 22:00;Soja;84;587;CLI0433;Tône;Savanes;Marché local;Espèces;Livrée;49308
TXN002845;26/08/2023 00:00;Maïs;58;439;CLI0457;Tône;Savanes;Vente directe;Virement;Livrée;25462
TXN002846;26/08/2023 02:00;Arachide;37;1297;CLI0479;Lomé;Maritime;Coopérative;Crédit;Livrée;47989
TXN002847;26/08/2023 04:00;Maïs;16;2278;CLI0398;Tchamba;Centrale;Marché local;Virement;Livrée;36448
TXN002848;26/08/2023 06:00;Arachide;95;1539;CLI0343;Tchamba;Centrale;Vente directe;Crédit;Livrée;146205
TXN002849;26/08/2023 08:00;Arachide;93;267;CLI0280;Atakpamé;Plateaux;Grossiste;Espèces;Livrée;24831
TXN002850;26/08/2023 10:00;Haricot;70;2143;CLI0352;Cinkassé;Savanes;Vente directe;Virement;Annulée;150010
TXN002851;26/08/2023 12:00;Maïs;93;1919;CLI0197;Bassar;Centrale;Marché local;Chèque;Livrée;178467
TXN002852;26/08/2023 14:00;Arachide;96;1872;CLI0225;Tchamba;Centrale;Export;Espèces;Livrée;179712
TXN002853;26/08/2023 16:00;Soja;73;490;CLI0047;Kara;Kara;Export;Virement;Livrée;35770
TXN002854;26/08/2023 18:00;Maïs;37;1174;CLI0185;Aného;Maritime;Vente directe;Chèque;Livrée;43438
TXN002855;26/08/2023 20:00;Arachide;53;2271;CLI0162;Atakpamé;Plateaux;Vente directe;Chèque;Livrée;120363
TXN002856;26/08/2023 22:00;Igname;87;614;CLI0295;Tchamba;Centrale;Coopérative;Crédit;Livrée;53418
TXN002857;27/08/2023 00:00;Riz;16;1050;CLI0092;Atakpamé;Plateaux;Grossiste;Chèque;Livrée;16800
TXN002858;27/08/2023 02:00;Maïs;18;2348;CLI0168;Cinkassé;Savanes;Coopérative;Mobile Money;Livrée;42264
TXN002859;27/08/2023 04:00;Haricot;19;745;CLI0258;Dapaong;Savanes;Coopérative;Virement;Annulée;14155
TXN002860;27/08/2023 06:00;Igname;44;2286;CLI0309;Tône;Savanes;Export;Virement;Livrée;100584
TXN002861;27/08/2023 08:00;Igname;2;2458;CLI0129;Sokodé;Centrale;Export;Crédit;Annulée;4916
TXN002862;27/08/2023 10:00;Sorgho;58;941;CLI0161;Bassar;Centrale;Marché local;Chèque;Livrée;54578
TXN002863;27/08/2023 12:00;Maïs;10;2014;CLI0176;Kara;Kara;Coopérative;Crédit;En cours;20140
TXN002864;27/08/2023 14:00;Igname;76;791;CLI0288;Lomé;Maritime;Marché local;Mobile Money;En cours;60116
TXN002865;27/08/2023 16:00;Maïs;46;949;CLI0405;Bassar;Centrale;Vente directe;Crédit;En cours;43654
TXN002866;27/08/2023 18:00;Maïs;82;2419;CLI0340;Bassar;Centrale;Marché local;Virement;Livrée;198358
TXN002867;27/08/2023 20:00;Arachide;19;1037;CLI0268;Dapaong;Savanes;Export;Crédit;Retardée;19703
TXN002868;27/08/2023 22:00;Maïs;38;733;CLI0218;Dapaong;Savanes;Coopérative;Virement;Annulée;27854
TXN002869;28/08/2023 00:00;Sorgho;37;564;CLI0164;Kara;Kara;Export;Espèces;Livrée;20868
TXN002870;28/08/2023 02:00;Manioc;91;566;CLI0391;Tchamba;Centrale;Vente directe;Mobile Money;Livrée;51506
TXN002871;28/08/2023 04:00;Maïs;78;1973;CLI0417;Kpalimé;Plateaux;Grossiste;Mobile Money;Livrée;153894
TXN002872;28/08/2023 06:00;Riz;45;1852;CLI0048;Cinkassé;Savanes;Coopérative;Virement;Livrée;83340
TXN002873;28/08/2023 08:00;Sorgho;34;464;CLI0194;Dapaong;Savanes;Export;Espèces;Livrée;15776
TXN002874;28/08/2023 10:00;Manioc;2;1261;CLI0084;Tchamba;Centrale;Grossiste;Chèque;Livrée;2522
TXN002875;28/08/2023 12:00;Arachide;44;2234;CLI0047;Tône;Savanes;Vente directe;Crédit;Livrée;98296
TXN002876;28/08/2023 14:00;Maïs;97;581;CLI0234;Dapaong;Savanes;Grossiste;Chèque;Annulée;56357
TXN002877;28/08/2023 16:00;Manioc;83;1366;CLI0299;Niamtougou;Kara;Export;Espèces;En cours;113378
TXN002878;28/08/2023 18:00;Riz;27;588;CLI0147;Cinkassé;Savanes;Export;Mobile Money;En cours;15876
TXN002879;28/08/2023 20:00;Sorgho;48;2301;CLI0196;Kara;Kara;Vente directe;Chèque;Annulée;110448
TXN002880;28/08/2023 22:00;Sorgho;94;2271;CLI0022;Tône;Savanes;Vente directe;Espèces;Livrée;213474
TXN002881;29/08/2023 00:00;Arachide;7;594;CLI0194;Cinkassé;Savanes;Grossiste;Mobile Money;En cours;4158
TXN002882;29/08/2023 02:00;Arachide;27;2366;CLI0386;Sokodé;Centrale;Grossiste;Chèque;Livrée;63882
TXN002883;29/08/2023 04:00;Arachide;85;1182;CLI0364;Atakpamé;Plateaux;Export;Mobile Money;Livrée;100470
TXN002884;29/08/2023 06:00;Manioc;71;2439;CLI0274;Tchamba;Centrale;Vente directe;Virement;Livrée;173169
TXN002885;29/08/2023 08:00;Maïs;89;2162;CLI0384;Atakpamé;Plateaux;Marché local;Mobile Money;Livrée;192418
TXN002886;29/08/2023 10:00;Soja;18;920;CLI0208;Cinkassé;Savanes;Vente directe;Mobile Money;Livrée;16560
TXN002887;29/08/2023 12:00;Igname;33;672;CLI0275;Atakpamé;Plateaux;Coopérative;Espèces;Livrée;22176
TXN002888;29/08/2023 14:00;Sorgho;33;2003;CLI0496;Tône;Savanes;Coopérative;Espèces;Livrée;66099
TXN002889;29/08/2023 16:00;Soja;96;2175;CLI0159;Niamtougou;Kara;Vente directe;Crédit;En cours;208800
TXN002890;29/08/2023 18:00;Haricot;25;2250;CLI0460;Kara;Kara;Grossiste;Espèces;Livrée;56250
TXN002891;29/08/2023 20:00;Sorgho;14;1124;CLI0394;Lomé;Maritime;Coopérative;Virement;En cours;15736
TXN002892;29/08/2023 22:00;Igname;38;1075;CLI0439;Tchamba;Centrale;Export;Virement;Annulée;40850
TXN002893;30/08/2023 00:00;Arachide;38;1172;CLI0379;Dapaong;Savanes;Export;Mobile Money;Livrée;44536
TXN002894;30/08/2023 02:00;Igname;4;578;CLI0164;Dapaong;Savanes;Export;Espèces;Livrée;2312
TXN002895;30/08/2023 04:00;Maïs;62;1521;CLI0330;Atakpamé;Plateaux;Vente directe;Crédit;Annulée;94302
TXN002896;30/08/2023 06:00;Maïs;82;2385;CLI0147;Bassar;Centrale;Coopérative;Espèces;Livrée;195570
TXN002897;30/08/2023 08:00;Sorgho;10;324;CLI0110;Atakpamé;Plateaux;Grossiste;Crédit;Annulée;3240
TXN002898;30/08/2023 10:00;Manioc;35;1625;CLI0394;Tône;Savanes;Export;Mobile Money;Livrée;56875
TXN002899;30/08/2023 12:00;Haricot;99;679;CLI0182;Sokodé;Centrale;Grossiste;Virement;Livrée;67221
TXN002900;30/08/2023 14:00;Igname;23;1585;CLI0443;Dapaong;Savanes;Export;Espèces;Livrée;36455
TXN002901;30/08/2023 16:00;Arachide;89;2313;CLI0130;Aného;Maritime;Vente directe;Espèces;Livrée;205857
TXN002902;30/08/2023 18:00;Maïs;65;631;CLI0403;Niamtougou;Kara;Export;Virement;Livrée;41015
TXN002903;30/08/2023 20:00;Haricot;82;2158;CLI0105_DUP;Lomé;Maritime;Vente directe;Virement;Livrée;176956
TXN002904;30/08/2023 22:00;Haricot;79;1312;CLI0022;Tône;Savanes;Coopérative;Chèque;Livrée;103648
TXN002905;31/08/2023 00:00;Maïs;25;800;CLI0017;Kara;Kara;Coopérative;Chèque;Livrée;20000
TXN002906;31/08/2023 02:00;Riz;96;1055;CLI0282;Niamtougou;Kara;Grossiste;Chèque;Livrée;101280
TXN002907;31/08/2023 04:00;Igname;53;2253;CLI0227;Sokodé;Centrale;Export;Virement;En cours;119409
TXN002908;31/08/2023 06:00;Haricot;84;357;CLI0420;Kpalimé;Plateaux;Coopérative;Chèque;Livrée;29988
TXN002909;31/08/2023 08:00;Maïs;17;1326;CLI0373;Lomé;Maritime;Marché local;Espèces;Retardée;22542
TXN002910;31/08/2023 10:00;Riz;57;422;CLI0301;Kpalimé;Plateaux;Marché local;Virement;Livrée;24054
TXN002911;31/08/2023 12:00;Maïs;75;1906;CLI0286;Niamtougou;Kara;Grossiste;Espèces;Livrée;142950
TXN002912;31/08/2023 14:00;Maïs;77;744;CLI0116;Tône;Savanes;Coopérative;Virement;Livrée;57288
TXN002913;31/08/2023 16:00;Haricot;89;2431;CLI0149;Tône;Savanes;Vente directe;Mobile Money;Livrée;216359
TXN002914;31/08/2023 18:00;Manioc;20;737;CLI0404;Aného;Maritime;Marché local;Espèces;Livrée;14740
TXN002915;31/08/2023 20:00;Manioc;25;1636;CLI0090;Dapaong;Savanes;Coopérative;Virement;Livrée;40900
TXN002916;31/08/2023 22:00;Arachide;42;459;CLI0119;Niamtougou;Kara;Vente directe;Crédit;Livrée;19278
TXN002917;01/09/2023 00:00;Igname;45;1025;CLI0093;Niamtougou;Kara;Export;Virement;Livrée;46125
TXN002918;01/09/2023 02:00;Maïs;31;515;CLI0447;Kara;Kara;Coopérative;Mobile Money;Livrée;15965
TXN002919;01/09/2023 04:00;Igname;65;945;CLI0312;Aného;Maritime;Export;Virement;Livrée;61425
TXN002920;01/09/2023 06:00;Arachide;52;918;CLI0318;Sokodé;Centrale;Marché local;Mobile Money;Livrée;47736
TXN002921;01/09/2023 08:00;Arachide;80;1300;CLI0121;Sokodé;Centrale;Export;Chèque;Annulée;104000
TXN002922;01/09/2023 10:00;Arachide;92;660;CLI0317;Dapaong;Savanes;Marché local;Espèces;Livrée;60720
TXN002923;01/09/2023 12:00;Arachide;21;1304;CLI0138;Tchamba;Centrale;Grossiste;Mobile Money;En cours;27384
TXN002924;01/09/2023 14:00;Sorgho;30;1902;CLI0284;Tône;Savanes;Grossiste;Crédit;Livrée;57060
TXN002925;01/09/2023 16:00;Haricot;3;1606;CLI0409_DUP;Sokodé;Centrale;Marché local;Espèces;En cours;4818
TXN002926;01/09/2023 18:00;Haricot;98;2396;CLI0105_DUP;Kpalimé;Plateaux;Vente directe;Virement;Annulée;234808
TXN002927;01/09/2023 20:00;Sorgho;70;2013;CLI0391;Lomé;Maritime;Grossiste;Virement;Livrée;140910
TXN002928;01/09/2023 22:00;Maïs;43;2014;CLI0005;Cinkassé;Savanes;Vente directe;Mobile Money;En cours;86602
TXN002929;02/09/2023 00:00;Sorgho;29;1941;CLI0367;Sokodé;Centrale;Vente directe;Crédit;Retardée;56289
TXN002930;02/09/2023 02:00;Maïs;3;1173;CLI0492;Lomé;Maritime;Vente directe;Mobile Money;Livrée;3519
TXN002931;02/09/2023 04:00;Manioc;58;1121;CLI0466;Dapaong;Savanes;Coopérative;Crédit;Livrée;65018
TXN002932;02/09/2023 06:00;Haricot;33;229;CLI0235;Dapaong;Savanes;Coopérative;Mobile Money;Livrée;7557
TXN002933;02/09/2023 08:00;Soja;75;1181;CLI0362;Cinkassé;Savanes;Vente directe;Chèque;Livrée;88575
TXN002934;02/09/2023 10:00;Riz;45;430;CLI0492_DUP;Kara;Kara;Marché local;Chèque;Livrée;19350
TXN002935;02/09/2023 12:00;Haricot;69;1385;CLI0242;Cinkassé;Savanes;Grossiste;Chèque;Livrée;95565
TXN002936;02/09/2023 14:00;Sorgho;32;1451;CLI0442;Aného;Maritime;Export;Mobile Money;Livrée;46432
TXN002937;02/09/2023 16:00;Sorgho;82;1444;CLI0188;Tchamba;Centrale;Coopérative;Espèces;Livrée;118408
TXN002938;02/09/2023 18:00;Manioc;84;1296;CLI0404;Bassar;Centrale;Coopérative;Virement;Livrée;108864
TXN002939;02/09/2023 20:00;Sorgho;52;598;CLI0427;Tône;Savanes;Export;Espèces;Annulée;31096
TXN002940;02/09/2023 22:00;Maïs;64;294;CLI0413;Bassar;Centrale;Vente directe;Virement;Livrée;18816
TXN002941;03/09/2023 00:00;Maïs;40;2163;CLI0085_DUP;Niamtougou;Kara;Export;Crédit;Livrée;86520
TXN002942;03/09/2023 02:00;Soja;92;674;CLI0154;Atakpamé;Plateaux;Vente directe;Chèque;En cours;62008
TXN002943;03/09/2023 04:00;Soja;13;2129;CLI0203;Atakpamé;Plateaux;Coopérative;Chèque;Annulée;27677
TXN002944;03/09/2023 06:00;Haricot;90;1978;CLI0217;Kara;Kara;Export;Virement;Livrée;178020
TXN002945;03/09/2023 08:00;Soja;80;974;CLI0482;Lomé;Maritime;Marché local;Chèque;Livrée;77920
TXN002946;03/09/2023 10:00;Maïs;89;1347;CLI0315;Atakpamé;Plateaux;Grossiste;Espèces;Livrée;119883
TXN002947;03/09/2023 12:00;Igname;74;1723;CLI0001;Atakpamé;Plateaux;Grossiste;Mobile Money;Annulée;127502
TXN002948;03/09/2023 14:00;Arachide;29;820;CLI0375_DUP;Dapaong;Savanes;Grossiste;Chèque;Retardée;23780
TXN002949;03/09/2023 16:00;Arachide;63;1163;CLI0278;Dapaong;Savanes;Export;Chèque;En cours;73269
TXN002950;03/09/2023 18:00;Soja;84;2342;CLI0194;Tône;Savanes;Vente directe;Crédit;Livrée;196728
TXN002951;03/09/2023 20:00;Soja;26;1700;CLI0248;Niamtougou;Kara;Coopérative;Mobile Money;Livrée;44200
TXN002952;03/09/2023 22:00;Maïs;96;2280;CLI0088;Tchamba;Centrale;Grossiste;Virement;Livrée;218880
TXN002953;04/09/2023 00:00;Manioc;59;1526;CLI0434;Tchamba;Centrale;Export;Mobile Money;En cours;90034
TXN002954;04/09/2023 02:00;Haricot;49;321;CLI0420;Kpalimé;Plateaux;Grossiste;Mobile Money;Livrée;15729
TXN002955;04/09/2023 04:00;Sorgho;53;417;CLI0253;Kpalimé;Plateaux;Vente directe;Virement;Livrée;22101
TXN002956;04/09/2023 06:00;Haricot;88;1276;CLI0429;Lomé;Maritime;Marché local;Mobile Money;Livrée;112288
TXN002957;04/09/2023 08:00;Riz;31;1382;CLI0164;Sokodé;Centrale;Marché local;Crédit;Livrée;42842
TXN002958;04/09/2023 10:00;Arachide;12;1894;CLI0495;Niamtougou;Kara;Coopérative;Espèces;Livrée;22728
TXN002959;04/09/2023 12:00;Igname;58;994;CLI0162;Tône;Savanes;Marché local;Mobile Money;Livrée;57652
TXN002960;04/09/2023 14:00;Arachide;36;1824;CLI0378_DUP;Cinkassé;Savanes;Marché local;Espèces;Livrée;65664
TXN002961;04/09/2023 16:00;Maïs;10;375;CLI0265;Cinkassé;Savanes;Export;Crédit;En cours;3750
TXN002962;04/09/2023 18:00;Haricot;6;491;CLI0110;Sokodé;Centrale;Export;Crédit;Livrée;2946
TXN002963;04/09/2023 20:00;Igname;7;690;CLI0319;Tchamba;Centrale;Coopérative;Mobile Money;Retardée;4830
TXN002964;04/09/2023 22:00;Maïs;31;833;CLI0132;Kpalimé;Plateaux;Coopérative;Chèque;Livrée;25823
TXN002965;05/09/2023 00:00;Riz;91;1460;CLI0133;Cinkassé;Savanes;Export;Mobile Money;Livrée;132860
TXN002966;05/09/2023 02:00;Igname;72;2372;CLI0394;Niamtougou;Kara;Marché local;Espèces;Livrée;170784
TXN002967;05/09/2023 04:00;Haricot;3;2090;CLI0035;Bassar;Centrale;Vente directe;Crédit;En cours;6270
TXN002968;05/09/2023 06:00;Igname;47;803;CLI0372;Tône;Savanes;Marché local;Espèces;Livrée;37741
TXN002969;05/09/2023 08:00;Riz;85;1328;CLI0031;Bassar;Centrale;Marché local;Espèces;En cours;112880
TXN002970;05/09/2023 10:00;Soja;1;1265;CLI0174;Tône;Savanes;Vente directe;Virement;En cours;1265
TXN002971;05/09/2023 12:00;Haricot;45;1864;CLI0390;Kara;Kara;Coopérative;Crédit;Annulée;83880
TXN002972;05/09/2023 14:00;Riz;54;1683;CLI0106;Tchamba;Centrale;Export;Crédit;Livrée;90882
TXN002973;05/09/2023 16:00;Sorgho;50;690;CLI0275;Cinkassé;Savanes;Coopérative;Espèces;Livrée;34500
TXN002974;05/09/2023 18:00;Sorgho;79;764;CLI0096;Cinkassé;Savanes;Coopérative;Crédit;Livrée;60356
TXN002975;05/09/2023 20:00;Arachide;7;367;CLI0030;Bassar;Centrale;Coopérative;Mobile Money;Retardée;2569
TXN002976;05/09/2023 22:00;Sorgho;63;958;CLI0161;Lomé;Maritime;Export;Virement;Annulée;60354
TXN002977;06/09/2023 00:00;Haricot;15;1397;CLI0306;Sokodé;Centrale;Coopérative;Mobile Money;Livrée;20955
TXN002978;06/09/2023 02:00;Sorgho;89;2104;CLI0196;Niamtougou;Kara;Coopérative;Chèque;Livrée;187256
TXN002979;06/09/2023 04:00;Sorgho;67;1373;CLI0338;Niamtougou;Kara;Grossiste;Chèque;Livrée;91991
TXN002980;06/09/2023 06:00;Igname;30;2496;CLI0138;Lomé;Maritime;Marché local;Espèces;Livrée;74880
TXN002981;06/09/2023 08:00;Soja;78;1850;CLI0447;Atakpamé;Plateaux;Grossiste;Chèque;En cours;144300
TXN002982;06/09/2023 10:00;Arachide;68;379;CLI0310;Kara;Kara;Export;Mobile Money;Livrée;25772
TXN002983;06/09/2023 12:00;Maïs;36;227;CLI0179;Niamtougou;Kara;Vente directe;Chèque;Livrée;8172
TXN002984;06/09/2023 14:00;Arachide;67;2044;CLI0337;Kpalimé;Plateaux;Vente directe;Espèces;Livrée;136948
TXN002985;06/09/2023 16:00;Arachide;5;2364;CLI0234;Tchamba;Centrale;Grossiste;Crédit;Livrée;11820
TXN002986;06/09/2023 18:00;Arachide;25;461;CLI0249;Sokodé;Centrale;Grossiste;Virement;Livrée;11525
TXN002987;06/09/2023 20:00;Riz;95;396;CLI0132;Dapaong;Savanes;Grossiste;Espèces;Livrée;37620
TXN002988;06/09/2023 22:00;Maïs;11;1660;CLI0249;Atakpamé;Plateaux;Marché local;Espèces;Livrée;18260
TXN002989;07/09/2023 00:00;Riz;72;1862;CLI0455;Atakpamé;Plateaux;Export;Espèces;Livrée;134064
TXN002990;07/09/2023 02:00;Soja;90;1633;CLI0499;Cinkassé;Savanes;Coopérative;Mobile Money;Livrée;146970
TXN002991;07/09/2023 04:00;Soja;66;532;CLI0063;Kara;Kara;Grossiste;Crédit;Livrée;35112
TXN002992;07/09/2023 06:00;Manioc;28;1381;CLI0392;Tchamba;Centrale;Marché local;Espèces;En cours;38668
TXN002993;07/09/2023 08:00;Manioc;60;1975;CLI0257;Cinkassé;Savanes;Vente directe;Crédit;Livrée;118500
TXN002994;07/09/2023 10:00;Igname;10;278;CLI0248;Aného;Maritime;Vente directe;Espèces;Livrée;2780
